id,name,country,birthday,weight,height,hand,backhand,turnedPro
matteo-berrettini/bk40,Matteo Berrettini,ITA,1996-04-12,95,196,right,two-handed,2015
roberto-carballes-baena/cf59,Roberto Carballes Baena,ESP,1993-03-23,77,183,right,two-handed,2011
mackenzie-mcdonald/mk66,Mackenzie McDonald,USA,1995-04-16,73,178,right,two-handed,2016
guido-andreozzi/a887,Guido Andreozzi,ARG,1991-08-05,78,183,right,two-handed,2010
jaume-munar/mu94,Jaume Munar,ESP,1997-05-05,76,183,right,two-handed,2014
cristian-garin/gd64,Cristian Garin,CHI,1996-05-30,85,185,right,two-handed,2011
jozef-kovalik/kc04,Jozef Kovalik,SVK,1992-11-04,82,183,right,two-handed,2010
hubert-hurkacz/hb71,Hubert Hurkacz,POL,1997-02-11,81,196,right,two-handed,2015
mirza-basic/be67,Mirza Basic,BIH,1991-07-12,88,188,right,two-handed,2012
cameron-norrie/n771,Cameron Norrie,GBR,1995-08-23,82,188,left,two-handed,2017
ilya-ivashka/i305,Ilya Ivashka,BLR,1994-02-24,84,193,right,two-handed,2013
reilly-opelka/o522,Reilly Opelka,USA,1997-08-28,102,211,right,two-handed,2015
felix-auger-aliassime/ag37,Felix Auger-Aliassime,CAN,2000-08-08,88,193,right,two-handed,2017
juan-ignacio-londero/lb84,Juan Ignacio Londero,ARG,1993-08-15,70,180,right,two-handed,2010
lorenzo-sonego/su87,Lorenzo Sonego,ITA,1995-05-11,76,191,right,two-handed,2013
casper-ruud/rh16,Casper Ruud,NOR,1998-12-22,77,183,right,two-handed,2015
alexander-bublik/bk92,Alexander Bublik,KAZ,1997-06-17,82,196,right,two-handed,2016
ugo-humbert/hh26,Ugo Humbert,FRA,1998-06-26,73,188,left,two-handed,2016
miomir-kecmanovic/ki95,Miomir Kecmanovic,SRB,1999-08-31,75,183,right,two-handed,2017
mikael-ymer/y268,Mikael Ymer,SWE,1998-09-09,75,183,right,two-handed,2015
hugo-dellien/da31,Hugo Dellien,BOL,1993-06-16,75,180,right,two-handed,2009
jannik-sinner/s0ag,Jannik Sinner,ITA,2001-08-16,76,188,right,two-handed,2018
yasutaka-uchiyama/u134,Yasutaka Uchiyama,JPN,1992-08-05,78,183,right,two-handed,2011
gregoire-barrere/bk24,Gregoire Barrere,FRA,1994-02-16,80,183,right,two-handed,2012
corentin-moutet/mw02,Corentin Moutet,FRA,1999-04-19,71,175,left,two-handed,2016
stefano-travaglia/ta12,Stefano Travaglia,ITA,1991-12-28,80,185,right,two-handed,2008
alejandro-davidovich-fokina/dh50,Alejandro Davidovich Fokina,ESP,1999-06-05,80,183,right,two-handed,2019
soonwoo-kwon/kf17,Soonwoo Kwon,KOR,1997-12-02,72,180,right,two-handed,2015
tommy-paul/pl56,Tommy Paul,USA,1997-05-17,82,185,right,two-handed,2015
dominik-koepfer/ke73,Dominik Koepfer,GER,1994-04-29,79,180,left,two-handed,2016
salvatore-caruso/ce25,Salvatore Caruso,ITA,1992-12-15,80,185,right,two-handed,2010
alexei-popyrin/p09z,Alexei Popyrin,AUS,1999-08-05,78,196,right,two-handed,2017
egor-gerasimov/gc89,Egor Gerasimov,BLR,1992-11-11,86,196,right,two-handed,2010
lloyd-harris/hg86,Lloyd Harris,RSA,1997-02-24,80,193,right,two-handed,2015
james-duckworth/d994,James Duckworth,AUS,1992-01-21,82,183,right,two-handed,2010
marcos-giron/gc88,Marcos Giron,USA,1993-07-24,77,180,right,two-handed,2014
pedro-martinez/mo44,Pedro Martinez,ESP,1997-04-26,76,185,right,two-handed,2016
emil-ruusuvuori/rh24,Emil Ruusuvuori,FIN,1999-04-02,79,188,right,two-handed,2018
norbert-gombos/gb93,Norbert Gombos,SVK,1990-08-13,85,193,right,two-handed,2009
federico-coria/ce77,Federico Coria,ARG,1992-03-09,73,180,right,two-handed,2010
attila-balazs/bd80,Attila Balazs,HUN,1988-09-27,78,180,right,two-handed,2006
dennis-novak/db59,Dennis Novak,AUT,1993-08-28,80,183,right,two-handed,2011
yannick-hanfmann/h997,Yannick Hanfmann,GER,1991-11-13,86,193,right,two-handed,2015
gianluca-mager/ml57,Gianluca Mager,ITA,1994-12-01,77,188,right,two-handed,2013
aslan-karatsev/kc56,Aslan Karatsev,RUS,1993-09-04,85,185,right,two-handed,NaN
sebastian-korda/k0ah,Sebastian Korda,USA,2000-07-05,77,196,right,two-handed,2018
